Date,aapl,adbe,amd,amzn,axp,cl,cmg,cost,crm,csco,dis,fdx,googl,hd,hsy,jnj,jpm,ko,luv,ma,mar,mcd,mmm,msft,nflx,nke,nvda,pg,sbux,tgt
2003-01-02,0.2176560018555481,12.46002949833826,6.559999942779541,0.959500014781952,23.261996121002127,16.399784986920974,,19.545342586085123,,9.098157869889492,13.39219754300078,46.04416827549909,,15.101639736912082,20.99157067862129,30.75100466733332,14.190346669978537,12.098612650793187,12.654423023852004,,12.665843134842037,9.318270668744132,34.5877194122381,16.244955465100155,0.8464289903640747,4.399118862287558,0.9174259361457128,24.55543898616152,4.047739482983265,19.843703845264315
2003-01-03,0.2243250217115586,12.709230584967164,7.010000228881836,0.9794999957084656,23.84030400767144,16.627735525803562,,20.03674269285655,,9.424328851022802,13.758889482200996,46.84039082556652,,14.04745294283683,21.035038510075324,31.742973883123344,14.330852021587305,12.293170131113015,12.744166950835613,,13.021715165250418,9.508441999152106,35.409499242951604,16.64564124345871,0.8500000238418579,4.550133503200966,0.9441845498778968,24.997506514753685,4.223728539182034,20.31368886983472
2003-01-06,0.2278110273081092,13.13287135888316,7.050000190734863,1.0199999809265137,23.85979426109139,16.599626359215982,,19.732215111865774,,9.722743859737893,13.92629202503487,47.8568199810406,,13.467349443045924,21.01641595639603,32.060408152194874,14.61184875256807,12.22192617304945,12.726219337148912,,12.899265153711132,9.364369896195557,35.25523020692799,16.77920493208659,0.7857139706611633,4.441559198803562,0.9640614812633892,24.840645988840603,4.190117306274237,19.484687486705795
2003-01-07,0.2241730673279786,13.66264971577914,7.25,1.0414999723434448,24.59403083405768,16.939988016596708,,19.8221841083316,,9.923999548405115,14.508216636446582,49.12734960169493,,13.567155050741164,21.03192830161381,32.36650172870587,15.724595775344746,12.194518288274155,12.806993806670828,,12.89160906560472,9.59488247079318,35.423530051018346,17.058758048077756,0.7714290022850037,4.490909751205042,1.0374556784444693,24.832107548252,4.223729267483836,19.45205659176561
2003-01-08,0.22099007974204,14.06155827022009,7.059999942779541,1.0720000267028809,24.42510521157681,16.75263019033443,,20.07134805546127,,10.048917633765146,14.396608828610503,49.08500356309557,,13.361305571852592,20.80218543735449,31.77699128070785,15.314339278627507,12.221927543025416,12.851866918834643,,12.98727116863124,9.525732088713807,35.563761534503534,17.198539187797678,0.7714290022850037,4.50769015531892,0.9885263730886156,24.64101423488859,4.156498327941048,19.452052298562503
2003-01-09,0.2215961750205144,13.712513659257162,6.920000076293945,1.0540000200271606,24.33413147044013,16.549667252065863,,20.7634676610436,,10.20159128535476,14.189351203780232,48.9240564926289,,13.286445421888295,20.646944636736308,31.952706269581554,15.089539178862438,12.030103663831168,12.618521546035334,,12.815078624643562,9.67556197547474,35.339376482082606,16.996635207930005,0.824999988079071,4.560000120158136,0.9418907451927896,24.355817390540533,4.164407634196319,19.95467130673705
2003-01-10,0.220990102212646,13.921940282307428,6.909999847412109,1.0479999780654907,24.30165325902297,16.549667098657885,,20.99877706351457,,10.29875094419674,14.412554862440729,48.83935676266549,,13.249025800440492,20.802181506597385,32.22477337602322,15.089541144296795,12.15341616962048,12.851862013144078,,12.857173568056286,9.640987478391876,35.451586353221074,17.114672297046138,0.8349999785423279,4.614286779003739,0.9174258093956764,24.46418453212265,4.061582912491317,20.170084669576784
2003-01-13,0.2258401643514593,14.44550766239829,7.679999828338623,1.066499948501587,25.19184066796805,16.534064655732955,,21.28947488635616,,10.735963660710738,14.667647089555592,48.78855511927749,,13.673192542850702,20.8953179932874,32.42317693708737,15.398645043739933,12.413748978242062,12.824944550951331,,13.006404711573108,9.99827339243688,35.507664689730575,17.55573391839176,0.8578569889068604,4.702130163159465,0.9816458386865736,24.56401768125125,4.063561302524788,20.46382097387641
2003-01-14,0.2226570971240577,14.241067099338265,7.5,1.0924999713897705,24.91892615123656,16.42476980737519,,21.16489452017648,,10.61798199835412,14.468357719698284,48.32267521142158,,13.70438148171413,21.072303009068246,31.51624366718181,15.454842069598383,12.468557943483589,12.744166950835613,,12.861000772534172,9.88301862401147,35.53571688270931,17.49672187937054,0.8714290261268616,4.60935160067536,0.9411258548354215,24.46989477264932,4.065536980986744,20.059115423945933
2003-01-15,0.2211420350507526,14.590112725440637,7.489999771118164,1.1295000314712524,24.89294030780372,16.424756566335375,,21.44173719818448,,10.80536606071024,14.587928483616809,48.83091396027473,,13.872800845247534,21.01951519607272,32.08306551357964,15.482937392089516,12.531585095103503,12.923661589319194,,12.895437422468476,9.63522542283567,35.897519066421495,17.704830496806185,0.8492860198020935,4.608366227952866,0.9457130877064284,24.606790951507453,4.022035118638583,19.77843014520096
2003-01-16,0.2153820398152885,13.971804535836304,7.369999885559082,1.0844999551773071,24.56154404227228,16.37793677629452,,21.178731887317458,,10.46530595554706,14.508216636446582,47.79752884730459,,13.772999669791618,20.92637431028111,31.572923023550064,15.218807885625152,12.353466077113666,12.56467091064382,,12.669667795527518,9.63522086456535,35.80216166703914,17.493612945340203,0.9071429967880248,4.550130246337638,0.9021351578937994,24.592527200500896,4.024012219544175,19.647875178996333
2003-01-17,0.220687042300724,13.238808393713049,6.349999904632568,1.0729999542236328,24.0417311886156,16.865046045563645,,20.88803991984347,,10.194653457187512,14.388641415042352,47.09449361518163,,14.03498577354338,21.17475635892117,31.00040940351377,14.80854307507014,12.468562865198068,12.35825160470482,,12.746201799615209,9.133866454443371,35.22719469144487,16.44374533565001,0.8428570032119751,4.461299928549484,0.8310345625831922,24.7750453588248,3.972603082656861,19.58259407770501
