Date,aapl,adbe,amd,amzn,axp,cl,cmg,cost,crm,csco,dal,dis,fdx,googl,hd,hsy,jnj,jpm,ko,luv,ma,mar,mcd,mmm,msft,nflx,nke,nvda,pg,sbux,tgt,v
2005-01-03,0.9592918157577516,30.83894920349121,21.40999984741211,2.2260000705718994,36.88616561889648,16.172266006469727,,33.3912239074707,4.150000095367432,13.407809257507324,,22.6120662689209,83.05374908447266,5.07282304763794,27.352155685424805,35.08797073364258,37.01048278808594,23.56051254272461,11.874483108520508,14.460217475891112,,24.271318435668945,18.96795082092285,47.974647521972656,18.73299217224121,1.7028570175170898,9.05019760131836,1.802741765975952,32.69898986816406,12.089831352233888,34.29953384399414,
2005-01-04,0.9691439270973206,30.024110794067383,20.209999084472656,2.1070001125335693,36.33198165893555,16.059101104736328,,32.79171371459961,4.090000152587891,12.880379676818848,,22.36848831176757,81.5700912475586,4.867366790771484,27.00311851501465,35.46235656738281,36.89280319213867,23.317689895629883,11.708690643310549,14.046297073364258,,23.89875221252441,19.122943878173828,47.584564208984375,18.803054809570312,1.6657140254974363,8.921463012695312,1.7178800106048584,32.2901496887207,12.081924438476562,33.92874526977539,
2005-01-05,0.9776317477226256,29.8591423034668,19.75,2.088500022888184,35.994773864746094,15.696983337402344,,32.91718673706055,4.487500190734863,12.887324333190918,,22.24669647216797,81.46773529052734,4.842593193054199,26.75560188293457,34.60388946533203,36.869266510009766,23.36625289916992,11.654372215270996,14.046297073364258,,23.914270401000977,18.973922729492188,47.00234222412109,18.76101303100586,1.600000023841858,8.814684867858887,1.733934998512268,32.62788391113281,12.18079662322998,33.95521926879883,
2005-01-06,0.9783895015716552,29.364238739013672,19.71999931335449,2.052500009536743,35.80964660644531,16.078493118286133,,33.3912239074707,4.429999828338623,13.081637382507324,,22.2791748046875,81.16932678222656,4.718468189239502,26.35579872131348,34.53933334350586,36.97517776489258,23.499805450439453,11.75156593322754,13.938322067260742,,24.13936996459961,19.122943878173828,47.4273567199707,18.7400016784668,1.5785709619522097,8.803704261779785,1.7171157598495483,32.78786087036133,11.812997817993164,32.11442947387695,
2005-01-07,1.0496273040771484,29.384233474731445,19.920000076293945,2.115999937057495,35.54518127441406,16.1916561126709,,33.10541915893555,4.387499809265137,12.991415977478027,,22.059955596923828,80.93055725097656,4.851100921630859,26.28598022460937,34.86206817626953,36.8398551940918,23.311616897583008,11.765860557556152,14.001309394836426,,24.10443687438965,18.99776077270508,47.91645431518555,18.6839599609375,1.5885709524154663,8.751816749572754,1.6842408180236816,33.13149642944336,11.799156188964844,32.45875549316406,
2005-01-10,1.0452326536178589,29.40423011779785,20.1299991607666,2.0920000076293945,35.6179084777832,16.34039306640625,,33.16816711425781,4.244999885559082,12.991415977478027,,22.14926528930664,81.51038360595703,4.881381034851074,26.527145385742188,34.971805572509766,37.1281623840332,23.232690811157227,11.831605911254885,14.091288566589355,,23.999652862548828,18.8785457611084,48.87126159667969,18.77503204345703,1.6100000143051147,8.838630676269531,1.688063621520996,33.392173767089844,11.435314178466797,32.895774841308594,
2005-01-11,0.97854083776474,29.054298400878903,14.859999656677246,2.0820000171661377,35.287315368652344,16.311290740966797,,32.98691177368164,4.105000019073486,12.935898780822754,,22.092432022094727,81.35688781738281,4.843342781066895,26.47003936767578,35.27517318725586,36.99871063232422,23.008075714111328,11.765860557556152,13.87533473968506,,23.673656463623047,18.53876495361328,49.31956481933594,18.72598457336425,1.5728570222854614,8.796717643737793,1.6360753774642944,33.356632232666016,11.348310470581056,32.584556579589844,
2005-01-12,0.9921831488609314,29.484214782714844,15.020000457763672,2.115000009536743,35.20796585083008,16.23369026184082,,33.133304595947266,3.775000095367432,13.13715648651123,,22.506511688232425,80.55537414550781,4.8893890380859375,26.780994415283203,35.31391143798828,37.25761413574219,23.06270217895508,11.765860557556152,13.740365028381348,,23.72411155700684,18.68183326721192,49.465126037597656,18.76101303100586,1.535714030265808,8.840628623962402,1.6223145723342896,33.48106002807617,11.275142669677734,32.935508728027344,
2005-01-13,1.05796480178833,29.10429000854492,15.15999984741211,2.130000114440918,34.963348388671875,16.133460998535156,,33.27968978881836,3.8125,13.03305435180664,,22.530874252319336,79.94989013671875,4.8881378173828125,26.482725143432617,35.00408172607422,36.46324920654297,22.92915916442871,11.64580249786377,13.479408264160156,,24.10832023620605,18.4135799407959,48.78393173217773,18.403738021850582,1.551429033279419,8.783746719360352,1.6391347646713257,32.90042495727539,10.948872566223145,32.61104965209961,
2005-01-14,1.0640264749526978,29.109289169311523,15.15999984741211,2.227499961853028,34.857547760009766,16.1916561126709,,33.649147033691406,3.75,13.10245132446289,,22.97743225097656,79.57475280761719,5.00425386428833,26.59060859680176,35.3978157043457,36.89280319213867,22.95344352722168,11.7115478515625,13.479408264160156,,24.577911376953125,18.66394424438477,48.88872909545898,18.29865264892578,1.6185710430145264,8.87655258178711,1.6444859504699707,33.10780334472656,11.114975929260254,32.94211959838867,
