Date,aapl,adbe,amd,amzn,axp,cl,cost,crm,csco,dis,fdx,googl,hd,hsy,jnj,jpm,ko,luv,mar,mcd,mmm,msft,nflx,nke,nvda,pg,sbux,tgt
2002-01-02,0.3531595766544342,15.845818519592283,16.389999389648438,0.5479999780654907,23.108304977416992,17.751850128173828,30.76453399658203,,13.345351219177246,16.88823890686035,42.9887924194336,,31.24172019958496,20.62554168701172,32.82525634765625,19.38911247253418,12.798686027526855,16.35964584350586,15.187357902526855,15.055462837219238,32.20302963256836,20.823362350463867,,5.588943958282471,5.145230293273926,22.223604202270508,3.857909679412842,26.59515953063965
2002-01-03,0.3574035465717315,16.46293067932129,19.3700008392334,0.5950000286102295,23.47541236877441,17.69023323059082,31.034454345703125,,14.407151222229004,17.41575050354004,44.154296875,,31.03092193603516,20.50358390808105,32.81406784057617,19.906513214111328,12.631524085998535,16.951276779174805,15.305071830749512,15.225966453552246,32.09584426879883,21.503604888916016,,5.547703266143799,5.4823832511901855,22.009695053100582,4.03785514831543,26.69246482849121
2002-01-04,0.3590715527534485,17.86635971069336,20.0,0.612500011920929,24.29333877563477,17.32670021057129,30.999855041503903,,14.455724716186523,17.872400283813477,45.67455291748047,,31.588924407958984,20.35114860534668,32.512107849121094,20.802623748779297,12.518281936645508,17.130556106567383,15.680946350097656,15.339637756347656,32.19203186035156,21.401105880737305,,5.596797943115234,5.322597980499268,21.793006896972656,4.372034549713135,27.204896926879883
2002-01-07,0.3470974564552307,17.995752334594727,19.979999542236328,0.6169999837875366,24.21605682373047,17.144926071166992,30.536121368408203,,14.247529983520508,18.30544090270996,46.6795768737793,,31.36571311950684,20.378585815429688,32.36112976074219,20.749292373657227,12.19205093383789,17.211238861083984,15.791058540344238,15.458992958068848,31.807167053222656,21.29549026489257,,5.61545467376709,5.179632663726807,21.543004989624023,4.318647384643555,27.21139335632324
2002-01-08,0.3427016139030456,18.23463630676269,19.89999961853028,0.5924999713897705,23.8618392944336,17.25275993347168,30.74376678466797,,14.539000511169434,17.943262100219727,46.4431037902832,,31.68190574645996,20.537128448486328,32.14865493774414,20.58927726745605,12.038362503051758,16.89749526977539,15.56325340270996,15.549918174743652,31.62845802307129,21.550201416015625,,5.63116455078125,5.240796089172363,21.601343154907227,4.486724376678467,26.990846633911133
2002-01-09,0.3281506597995758,18.72732734680176,19.09000015258789,0.5764999985694885,23.92623519897461,17.32978057861328,30.556909561157227,,14.469602584838867,17.163801193237305,45.39583206176758,,31.16110610961914,20.47615432739257,31.824302673339844,20.64794540405273,12.0141019821167,16.44032096862793,15.449347496032717,15.27711582183838,31.51850128173828,21.34208297729492,,5.551631927490234,5.168930530548096,21.44577980041504,4.324577808380127,26.1929874420166
2002-01-10,0.3217847645282745,18.140077590942383,18.63999938964844,0.5519999861717224,24.325550079345703,17.067903518676758,30.93756103515625,,14.57369899749756,17.549592971801758,44.76240158081055,,31.185924530029297,20.48224830627441,32.59041213989258,20.877302169799805,12.073420524597168,16.144495010375977,15.445544242858888,15.237329483032228,31.119888305664062,21.519132614135746,,5.59974479675293,5.045079708099365,21.37077140808105,4.443221092224121,26.497861862182617
2002-01-11,0.3190566003322601,17.931055068969727,19.14999961853028,0.5515000224113464,24.100135803222656,17.02785301208496,30.2385196685791,,14.025457382202148,17.218915939331055,42.574974060058594,,31.28512191772461,20.57981300354004,32.562442779541016,20.450578689575195,12.213614463806152,15.938328742980955,15.210140228271484,14.970210075378418,31.282072067260746,21.311019897460938,,5.442643165588379,4.821835517883301,21.44855117797852,4.326553821563721,26.141098022460938
2002-01-14,0.3205726146697998,17.717058181762695,19.61000061035156,0.5055000185966492,23.34660148620605,17.203462600708008,29.82324981689453,,13.622942924499512,16.82525634765625,42.82832717895508,,30.708520889282227,20.73834800720215,32.94830703735352,19.901185989379883,11.997923851013184,15.830753326416016,14.963348388671877,14.78834056854248,30.7240047454834,21.26753234863281,,5.370964050292969,4.56878137588501,21.86246109008789,4.330509662628174,25.59622001647949
2002-01-15,0.3289087116718292,18.050500869750977,19.14999961853028,0.5145000219345093,24.31266212463379,17.51462745666504,29.65022850036621,,13.657645225524902,16.9118595123291,42.2202262878418,,30.81392478942871,20.960922241210938,33.08809280395508,20.199886322021484,11.957481384277344,16.19828224182129,14.864627838134766,14.89064121246338,30.102725982666016,21.60301399230957,,5.6262526512146,4.995384216308594,22.126365661621094,4.3324875831604,25.95298194885254
